,id_student,gender,region,highest_education,age_band,disability,final_result,score
4877,629462,F,South East Region,Lower Than A Level,0-35,N,Withdrawn,82.0
4878,629490,F,Scotland,Lower Than A Level,0-35,N,Fail,76.0
4879,629504,M,Wales,Lower Than A Level,0-35,N,Pass,91.0
4880,629507,F,Wales,A Level or Equivalent,0-35,N,Pass,86.0
4881,629554,F,Yorkshire Region,A Level or Equivalent,0-35,N,Fail,69.0
4882,629619,F,South Region,A Level or Equivalent,0-35,N,Pass,85.0
4883,629736,M,North Western Region,A Level or Equivalent,0-35,N,Withdrawn,78.0
4884,629736,M,North Western Region,A Level or Equivalent,0-35,N,Pass,78.0
4885,629835,M,Wales,Lower Than A Level,0-35,N,Pass,77.0
4886,629870,F,East Anglian Region,A Level or Equivalent,0-35,N,Fail,54.0
4887,629886,F,Scotland,Lower Than A Level,35-55,N,Pass,80.0
4888,629891,F,South West Region,A Level or Equivalent,0-35,N,Distinction,89.0
4889,629923,F,East Anglian Region,Lower Than A Level,0-35,N,Fail,69.0
4890,629976,F,Scotland,HE Qualification,0-35,N,Withdrawn,76.0
4891,630028,F,London Region,A Level or Equivalent,35-55,N,Pass,83.0
4892,630029,M,London Region,HE Qualification,0-35,N,Pass,76.0
4893,630030,F,West Midlands Region,Lower Than A Level,0-35,N,Pass,74.0
4894,630052,F,West Midlands Region,Lower Than A Level,0-35,N,Distinction,90.0
4895,630053,F,East Midlands Region,Lower Than A Level,0-35,N,Pass,88.0
4896,630090,F,Wales,Lower Than A Level,0-35,Y,Fail,73.0
4897,630147,F,Scotland,Lower Than A Level,35-55,N,Fail,88.0
4898,630260,M,South East Region,Lower Than A Level,0-35,N,Fail,78.0
4899,630315,F,Wales,No Formal quals,35-55,N,Pass,84.0
4900,630333,F,East Anglian Region,A Level or Equivalent,0-35,N,Pass,79.0
4901,630345,F,South West Region,Lower Than A Level,0-35,Y,Fail,74.0
4902,630372,F,Scotland,A Level or Equivalent,35-55,N,Pass,85.0
4903,630393,F,Scotland,HE Qualification,35-55,N,Distinction,88.0
4904,630415,F,East Anglian Region,Lower Than A Level,0-35,N,Pass,81.0
4905,630443,F,West Midlands Region,A Level or Equivalent,0-35,Y,Pass,87.0
4906,630451,F,East Midlands Region,A Level or Equivalent,35-55,N,Distinction,81.0
4907,630476,F,North Western Region,Lower Than A Level,35-55,Y,Withdrawn,61.0
4908,630497,F,East Midlands Region,A Level or Equivalent,0-35,N,Fail,40.0
4909,630549,F,West Midlands Region,A Level or Equivalent,0-35,N,Fail,65.0
4910,630561,F,South West Region,A Level or Equivalent,0-35,N,Pass,82.0
4911,630586,F,West Midlands Region,A Level or Equivalent,0-35,Y,Fail,56.0
4912,630608,F,West Midlands Region,A Level or Equivalent,35-55,N,Pass,92.0
4913,630718,F,West Midlands Region,Lower Than A Level,0-35,N,Pass,91.0
4914,630736,F,West Midlands Region,Lower Than A Level,0-35,N,Pass,77.0
4915,630763,F,South East Region,Lower Than A Level,0-35,N,Pass,67.0
4916,630778,F,Wales,A Level or Equivalent,35-55,N,Pass,76.0
4917,630794,F,Scotland,Lower Than A Level,35-55,N,Fail,72.0
4918,630823,F,Scotland,A Level or Equivalent,0-35,N,Pass,84.0
4919,630833,F,West Midlands Region,Lower Than A Level,0-35,N,Fail,81.0
4920,630876,F,Scotland,Lower Than A Level,35-55,N,Pass,84.0
4921,630944,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,80.0
4922,630999,F,South West Region,A Level or Equivalent,0-35,N,Withdrawn,54.0
4923,631031,F,Scotland,HE Qualification,35-55,N,Withdrawn,75.0
4924,631081,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,76.0
4925,631086,F,East Midlands Region,A Level or Equivalent,0-35,N,Fail,82.0
4926,631108,F,South East Region,Lower Than A Level,35-55,N,Pass,95.0
4927,631109,F,East Anglian Region,No Formal quals,0-35,N,Pass,85.0
4928,631132,F,East Midlands Region,Lower Than A Level,0-35,Y,Fail,68.0
4929,631225,M,South East Region,A Level or Equivalent,0-35,N,Pass,82.0
4930,631341,F,West Midlands Region,A Level or Equivalent,0-35,N,Fail,74.0
4931,631354,F,South West Region,A Level or Equivalent,0-35,N,Withdrawn,83.0
4932,631384,F,East Midlands Region,No Formal quals,0-35,N,Pass,80.0
4933,631422,F,Scotland,Lower Than A Level,35-55,N,Withdrawn,84.0
4934,631441,F,North Western Region,Lower Than A Level,35-55,N,Distinction,92.0
4935,631442,M,South Region,Lower Than A Level,0-35,Y,Fail,88.0
4936,631444,F,Wales,A Level or Equivalent,0-35,N,Withdrawn,71.0
4937,631445,F,Wales,Lower Than A Level,35-55,N,Pass,65.0
4938,631492,F,South East Region,HE Qualification,0-35,N,Pass,73.0
4939,631515,F,South Region,A Level or Equivalent,35-55,N,Pass,81.0
4940,631530,F,East Midlands Region,Lower Than A Level,0-35,N,Pass,63.0
4941,631561,F,West Midlands Region,A Level or Equivalent,0-35,Y,Withdrawn,57.0
4942,631561,F,West Midlands Region,A Level or Equivalent,0-35,Y,Fail,57.0
4943,631563,F,East Midlands Region,A Level or Equivalent,0-35,Y,Fail,84.0
4944,631610,F,East Midlands Region,A Level or Equivalent,35-55,N,Withdrawn,81.0
4945,631613,F,London Region,Lower Than A Level,35-55,N,Pass,78.0
4946,631650,M,South East Region,A Level or Equivalent,35-55,N,Fail,84.0
4947,631679,F,Wales,HE Qualification,35-55,N,Distinction,93.0
4948,631724,F,South Region,A Level or Equivalent,0-35,N,Pass,93.0
4949,631766,F,Scotland,A Level or Equivalent,0-35,N,Pass,92.0
4950,631777,F,South West Region,Lower Than A Level,35-55,N,Distinction,93.0
4951,631848,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,82.0
4952,632084,F,West Midlands Region,A Level or Equivalent,0-35,N,Distinction,89.0
4953,632113,F,North Western Region,Lower Than A Level,0-35,N,Fail,87.0
4954,632148,F,West Midlands Region,A Level or Equivalent,0-35,Y,Fail,82.0
4955,632181,F,East Anglian Region,A Level or Equivalent,0-35,N,Withdrawn,80.0
4956,632231,F,London Region,Lower Than A Level,0-35,N,Fail,70.0
4957,632254,F,South East Region,A Level or Equivalent,0-35,N,Pass,85.0
4958,632302,F,London Region,A Level or Equivalent,35-55,Y,Pass,75.0
4959,632447,F,East Anglian Region,Lower Than A Level,0-35,N,Withdrawn,66.0
4960,632454,F,North Western Region,A Level or Equivalent,0-35,N,Pass,81.0
4961,632470,F,South Region,Lower Than A Level,0-35,N,Fail,57.0
4962,632503,F,South East Region,Lower Than A Level,0-35,N,Distinction,94.0
4963,632536,F,London Region,A Level or Equivalent,0-35,N,Fail,88.0
4964,632547,F,East Anglian Region,A Level or Equivalent,0-35,N,Fail,78.0
4965,632574,F,East Midlands Region,Lower Than A Level,0-35,N,Withdrawn,59.0
4966,632578,M,Wales,Lower Than A Level,35-55,N,Pass,87.0
4967,632605,F,South Region,A Level or Equivalent,0-35,N,Withdrawn,1.0
4968,632605,F,South Region,A Level or Equivalent,0-35,N,Fail,1.0
4969,632618,F,East Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,77.0
4970,632658,F,Yorkshire Region,Lower Than A Level,0-35,N,Pass,45.0
4971,632682,F,North Western Region,Lower Than A Level,0-35,N,Fail,71.0
4972,632704,F,East Midlands Region,A Level or Equivalent,35-55,N,Pass,71.0
4973,632712,F,Yorkshire Region,A Level or Equivalent,0-35,N,Fail,72.0
4974,632752,F,East Anglian Region,A Level or Equivalent,0-35,N,Pass,78.0
4975,632823,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,80.0
4976,632847,F,East Anglian Region,Lower Than A Level,35-55,N,Withdrawn,65.0
4977,632869,F,South East Region,A Level or Equivalent,0-35,N,Fail,74.0
4978,633024,F,London Region,A Level or Equivalent,35-55,N,Pass,88.0
4979,633130,M,Ireland,Lower Than A Level,0-35,N,Pass,76.0
4980,633162,F,South West Region,A Level or Equivalent,0-35,N,Fail,59.0
4981,633193,F,East Midlands Region,Lower Than A Level,0-35,N,Pass,62.0
4982,633208,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,75.0
4983,633212,F,Wales,Lower Than A Level,0-35,N,Pass,84.0
4984,633228,F,West Midlands Region,A Level or Equivalent,0-35,N,Fail,77.0
4985,633245,F,North Western Region,Lower Than A Level,0-35,N,Fail,80.0
4986,633257,M,South West Region,Lower Than A Level,35-55,N,Fail,34.0
4987,633378,F,North Western Region,A Level or Equivalent,0-35,N,Withdrawn,84.0
4988,633380,M,West Midlands Region,Lower Than A Level,0-35,N,Fail,69.0
4989,633386,F,Scotland,Lower Than A Level,35-55,N,Pass,77.0
4990,633394,F,North Western Region,A Level or Equivalent,0-35,N,Fail,80.0
4991,633472,M,Wales,A Level or Equivalent,0-35,N,Pass,86.0
4992,633491,F,Scotland,HE Qualification,0-35,N,Fail,69.0
4993,633499,F,West Midlands Region,HE Qualification,35-55,N,Pass,67.0
4994,633560,F,South West Region,A Level or Equivalent,0-35,N,Distinction,86.0
4995,633570,M,South East Region,A Level or Equivalent,35-55,N,Pass,87.0
4996,633590,F,East Anglian Region,A Level or Equivalent,0-35,N,Distinction,89.0
4997,633603,F,London Region,Lower Than A Level,35-55,N,Fail,64.0
4998,633646,F,South Region,A Level or Equivalent,35-55,N,Pass,78.0
4999,633650,F,South West Region,A Level or Equivalent,0-35,Y,Pass,70.0
5000,633669,F,East Midlands Region,A Level or Equivalent,0-35,N,Pass,76.0
5001,633865,F,Yorkshire Region,HE Qualification,0-35,N,Fail,70.0
5002,633929,F,South Region,Lower Than A Level,35-55,N,Pass,73.0
5003,633935,F,Ireland,Lower Than A Level,35-55,N,Pass,82.0
5004,634058,F,South Region,HE Qualification,0-35,N,Pass,84.0
5005,634075,F,West Midlands Region,A Level or Equivalent,0-35,N,Distinction,89.0
5006,634077,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,75.0
5007,634164,F,East Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,87.0
5008,634188,F,East Anglian Region,No Formal quals,0-35,N,Pass,68.0
5009,634230,F,East Anglian Region,A Level or Equivalent,35-55,N,Distinction,85.0
5010,634265,F,South East Region,A Level or Equivalent,0-35,N,Pass,85.0
5011,634280,M,West Midlands Region,HE Qualification,0-35,N,Distinction,83.0
5012,634286,F,London Region,HE Qualification,0-35,N,Pass,78.0
5013,634304,F,London Region,A Level or Equivalent,0-35,N,Pass,69.0
5014,634353,F,South Region,A Level or Equivalent,0-35,N,Fail,62.0
5015,634412,F,North Western Region,A Level or Equivalent,35-55,N,Pass,87.0
5016,634472,F,East Midlands Region,A Level or Equivalent,35-55,N,Distinction,92.0
5017,634477,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,67.0
5018,634481,M,East Anglian Region,A Level or Equivalent,35-55,N,Pass,82.0
5019,634483,F,East Anglian Region,Lower Than A Level,35-55,N,Pass,77.0
5020,634491,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,84.0
5021,634606,F,North Western Region,Lower Than A Level,0-35,N,Fail,83.0
5022,634715,F,Wales,HE Qualification,0-35,N,Distinction,93.0
5023,634833,F,South West Region,Lower Than A Level,35-55,N,Distinction,88.0
5024,634851,F,West Midlands Region,A Level or Equivalent,0-35,N,Distinction,94.0
5025,634876,F,Wales,Lower Than A Level,35-55,N,Pass,72.0
5026,634928,F,Wales,HE Qualification,0-35,N,Pass,71.0
5027,634944,F,North Region,HE Qualification,35-55,N,Pass,76.0
5028,634976,M,West Midlands Region,HE Qualification,35-55,N,Distinction,95.0
5029,635011,M,Wales,A Level or Equivalent,0-35,N,Pass,79.0
5030,635113,F,South Region,Lower Than A Level,0-35,N,Pass,79.0
5031,635122,F,South East Region,A Level or Equivalent,0-35,N,Pass,92.0
5032,635136,F,East Midlands Region,HE Qualification,35-55,N,Pass,83.0
5033,635173,F,Wales,HE Qualification,0-35,N,Distinction,81.0
5034,635228,F,Wales,A Level or Equivalent,0-35,N,Pass,86.0
5035,635230,F,Wales,A Level or Equivalent,0-35,N,Distinction,93.0
5036,635241,F,Wales,A Level or Equivalent,35-55,N,Pass,80.0
5037,635244,M,Wales,A Level or Equivalent,35-55,N,Pass,78.0
5038,635246,F,Wales,Lower Than A Level,0-35,N,Fail,67.0
5039,635247,M,Wales,HE Qualification,0-35,N,Pass,59.0
5040,635432,M,Wales,A Level or Equivalent,35-55,N,Fail,59.0
5041,635433,F,Wales,A Level or Equivalent,35-55,N,Pass,77.0
5042,635435,F,Wales,A Level or Equivalent,0-35,N,Pass,74.0
5043,635473,M,North Western Region,HE Qualification,0-35,N,Fail,100.0
5044,635591,F,Scotland,A Level or Equivalent,0-35,N,Pass,84.0
5045,635755,F,Wales,A Level or Equivalent,0-35,Y,Distinction,87.0
5046,635761,F,Wales,Lower Than A Level,0-35,N,Pass,67.0
5047,635764,M,Wales,No Formal quals,0-35,N,Pass,77.0
5048,635771,F,North Region,A Level or Equivalent,0-35,N,Pass,80.0
5049,635773,F,Wales,A Level or Equivalent,0-35,N,Pass,83.0
5050,635774,F,Wales,A Level or Equivalent,0-35,N,Pass,80.0
5051,635777,F,Wales,A Level or Equivalent,0-35,N,Withdrawn,57.0
5052,635777,F,Wales,A Level or Equivalent,0-35,N,Pass,57.0
5053,635788,F,Wales,A Level or Equivalent,35-55,N,Pass,89.0
5054,635793,F,Wales,Lower Than A Level,35-55,Y,Withdrawn,85.0
5055,1127413,F,Scotland,HE Qualification,35-55,N,Distinction,91.0
5056,1332999,F,Wales,Lower Than A Level,35-55,N,Distinction,86.0
5057,1341507,F,Scotland,HE Qualification,35-55,Y,Distinction,85.0
5058,1393589,F,South Region,A Level or Equivalent,35-55,N,Pass,71.0
5059,1406920,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,75.0
5060,1431750,M,West Midlands Region,A Level or Equivalent,55<=,N,Fail,47.0
5061,1453691,F,South East Region,A Level or Equivalent,35-55,N,Withdrawn,83.0
5062,1502193,F,East Midlands Region,A Level or Equivalent,35-55,N,Pass,85.0
5063,1525567,M,Scotland,A Level or Equivalent,35-55,N,Distinction,93.0
5064,1540042,F,South Region,Lower Than A Level,35-55,N,Distinction,90.0
5065,1559428,F,Scotland,HE Qualification,35-55,N,Fail,83.0
5066,1560989,F,Scotland,HE Qualification,35-55,Y,Withdrawn,69.0
5067,1560989,F,Scotland,HE Qualification,35-55,Y,Fail,69.0
5068,1611973,F,South West Region,A Level or Equivalent,35-55,N,Fail,78.0
5069,1624443,F,South Region,Lower Than A Level,35-55,N,Pass,87.0
5070,1625718,F,South West Region,A Level or Equivalent,35-55,N,Distinction,93.0
5071,1626021,F,London Region,Lower Than A Level,35-55,N,Pass,81.0
5072,1633695,F,South East Region,Lower Than A Level,35-55,N,Fail,91.0
5073,1719114,F,London Region,Lower Than A Level,35-55,N,Pass,84.0
5074,1732219,F,Scotland,Lower Than A Level,35-55,Y,Pass,78.0
5075,1763653,F,Yorkshire Region,A Level or Equivalent,35-55,N,Pass,90.0
5076,1780949,F,South East Region,A Level or Equivalent,35-55,N,Pass,83.0
5077,1782665,F,West Midlands Region,HE Qualification,0-35,N,Fail,85.0
5078,1786380,F,South East Region,A Level or Equivalent,35-55,N,Pass,88.0
5079,1829654,F,London Region,A Level or Equivalent,35-55,Y,Fail,57.0
5080,1840034,F,East Midlands Region,Lower Than A Level,35-55,Y,Pass,82.0
5081,1863244,F,North Western Region,A Level or Equivalent,35-55,Y,Fail,75.0
5082,1864697,F,East Midlands Region,A Level or Equivalent,0-35,N,Distinction,96.0
5083,1877634,F,Wales,HE Qualification,35-55,N,Distinction,93.0
5084,1932474,F,North Region,HE Qualification,35-55,N,Distinction,80.0
5085,1955634,F,East Anglian Region,HE Qualification,35-55,N,Pass,88.0
5086,1957682,F,South East Region,HE Qualification,35-55,N,Distinction,94.0
5087,1967937,M,South East Region,HE Qualification,35-55,N,Fail,87.0
5088,1969081,F,South Region,Lower Than A Level,35-55,N,Withdrawn,72.0
5089,2002415,F,London Region,A Level or Equivalent,35-55,N,Pass,85.0
5090,2080885,F,Wales,A Level or Equivalent,35-55,N,Pass,84.0
5091,2081955,F,Wales,HE Qualification,35-55,N,Pass,78.0
5092,2087747,F,Scotland,Lower Than A Level,35-55,Y,Pass,85.0
5093,2094350,F,Scotland,Lower Than A Level,35-55,N,Fail,85.0
5094,2104426,F,Wales,Lower Than A Level,35-55,N,Pass,82.0
5095,2108614,F,Wales,A Level or Equivalent,35-55,N,Distinction,93.0
5096,2133207,F,South Region,Lower Than A Level,0-35,Y,Pass,84.0
5097,2148859,F,East Anglian Region,Lower Than A Level,0-35,N,Pass,74.0
5098,2153200,F,South Region,A Level or Equivalent,35-55,N,Fail,92.0
5099,2164251,F,South Region,HE Qualification,0-35,N,Distinction,92.0
5100,2181205,F,London Region,Lower Than A Level,0-35,N,Pass,69.0
5101,2213424,F,Scotland,HE Qualification,35-55,N,Distinction,86.0
5102,2221869,F,Wales,HE Qualification,35-55,N,Fail,87.0
5103,2221869,F,Wales,HE Qualification,35-55,N,Withdrawn,87.0
5104,2230457,F,South Region,Lower Than A Level,0-35,Y,Withdrawn,57.0
5105,2243703,F,South West Region,Lower Than A Level,0-35,N,Pass,80.0
5106,2248122,F,Wales,A Level or Equivalent,35-55,N,Pass,88.0
5107,2266377,F,East Midlands Region,Lower Than A Level,35-55,N,Fail,77.0
5108,2291760,F,London Region,A Level or Equivalent,35-55,N,Pass,78.0
5109,2300913,F,Scotland,A Level or Equivalent,35-55,Y,Fail,73.0
5110,2308026,F,Wales,No Formal quals,35-55,N,Pass,70.0
5111,2308564,F,Ireland,A Level or Equivalent,0-35,N,Pass,90.0
5112,2315082,F,Ireland,Lower Than A Level,0-35,N,Withdrawn,91.0
5113,2317273,F,Wales,HE Qualification,35-55,N,Pass,84.0
5114,2334930,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,82.0
5115,2340165,F,North Western Region,A Level or Equivalent,35-55,N,Distinction,90.0
5116,2343413,F,London Region,A Level or Equivalent,0-35,N,Pass,90.0
5117,2351235,F,South West Region,A Level or Equivalent,35-55,N,Withdrawn,75.0
5118,2372088,F,London Region,Lower Than A Level,35-55,N,Withdrawn,79.0
5119,2392789,F,North Western Region,A Level or Equivalent,35-55,Y,Pass,77.0
5120,2420725,F,East Midlands Region,Lower Than A Level,35-55,N,Fail,84.0
5121,2436707,M,South Region,A Level or Equivalent,0-35,N,Fail,80.0
5122,2437428,F,South West Region,A Level or Equivalent,0-35,N,Fail,76.0
5123,2440756,F,Wales,HE Qualification,35-55,N,Pass,85.0
5124,2444501,F,East Anglian Region,A Level or Equivalent,35-55,Y,Withdrawn,56.0
5125,2446599,F,East Anglian Region,A Level or Equivalent,0-35,Y,Pass,87.0
5126,2482994,F,South Region,Lower Than A Level,0-35,N,Withdrawn,72.0
5127,2482994,F,South Region,Lower Than A Level,0-35,N,Fail,72.0
5128,2494258,F,East Anglian Region,A Level or Equivalent,0-35,N,Withdrawn,52.0
5129,2494258,F,East Anglian Region,A Level or Equivalent,0-35,N,Pass,52.0
5130,2502127,F,Yorkshire Region,A Level or Equivalent,0-35,N,Distinction,92.0
5131,2513954,F,South East Region,Lower Than A Level,35-55,N,Distinction,82.0
5132,2514044,F,North Western Region,Lower Than A Level,35-55,N,Pass,84.0
5133,2523350,F,West Midlands Region,HE Qualification,35-55,N,Pass,90.0
5134,2523430,F,London Region,A Level or Equivalent,0-35,N,Withdrawn,85.0
5135,2523989,F,East Anglian Region,Lower Than A Level,0-35,N,Pass,77.0
5136,2524295,F,London Region,HE Qualification,35-55,N,Pass,65.0
5137,2526784,F,South West Region,Lower Than A Level,0-35,N,Pass,77.0
5138,2532643,F,South West Region,A Level or Equivalent,35-55,N,Fail,80.0
5139,2533391,M,South West Region,Lower Than A Level,35-55,N,Distinction,97.0
5140,2534954,F,Wales,Lower Than A Level,35-55,Y,Pass,84.0
5141,2538123,F,East Midlands Region,Lower Than A Level,0-35,N,Withdrawn,75.0
5142,2539641,M,London Region,Lower Than A Level,0-35,N,Pass,74.0
5143,2541388,F,East Midlands Region,Lower Than A Level,0-35,N,Pass,87.0
5144,2568059,F,East Midlands Region,A Level or Equivalent,0-35,N,Pass,87.0
5145,2570092,F,West Midlands Region,A Level or Equivalent,0-35,N,Distinction,89.0
5146,2571054,F,East Anglian Region,Lower Than A Level,35-55,N,Pass,84.0
5147,2574365,F,South West Region,Lower Than A Level,35-55,N,Distinction,91.0
5148,2578704,F,South East Region,A Level or Equivalent,35-55,N,Withdrawn,91.0
5149,2590564,F,London Region,HE Qualification,35-55,N,Distinction,88.0
5150,2591974,F,North Western Region,HE Qualification,35-55,N,Distinction,78.0
5151,2592923,M,Wales,Lower Than A Level,0-35,Y,Fail,84.0
5152,2597543,F,London Region,A Level or Equivalent,35-55,N,Pass,72.0
5153,2602679,F,Wales,A Level or Equivalent,35-55,N,Distinction,89.0
5154,2609574,M,West Midlands Region,Lower Than A Level,0-35,Y,Withdrawn,27.0
5155,2611847,F,West Midlands Region,A Level or Equivalent,0-35,N,Fail,68.0
5156,2634946,M,West Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,79.0
5157,2636696,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,77.0
5158,2641657,M,North Region,A Level or Equivalent,35-55,N,Pass,81.0
5159,2641682,F,South West Region,Lower Than A Level,0-35,Y,Fail,50.0
5160,2643007,F,London Region,HE Qualification,35-55,N,Pass,89.0
5161,2652209,F,London Region,Lower Than A Level,35-55,N,Pass,80.0
5162,2653570,F,Wales,A Level or Equivalent,35-55,N,Fail,91.0
5163,2659042,F,East Midlands Region,Lower Than A Level,0-35,N,Distinction,83.0
5164,2677541,F,Wales,Lower Than A Level,0-35,N,Withdrawn,79.0
5165,2677541,F,Wales,Lower Than A Level,0-35,N,Distinction,79.0
5166,2681783,F,South East Region,Lower Than A Level,0-35,N,Pass,84.0
5167,2683697,F,London Region,Lower Than A Level,0-35,N,Fail,50.0
5168,2687378,F,South Region,A Level or Equivalent,0-35,N,Pass,88.0
5169,26315,F,East Anglian Region,Lower Than A Level,35-55,N,Pass,52.0
5170,26734,M,South West Region,A Level or Equivalent,0-35,Y,Fail,75.0
5171,32327,F,South West Region,Lower Than A Level,0-35,N,Withdrawn,31.0
5172,32930,F,South Region,A Level or Equivalent,35-55,N,Pass,45.0
5173,34662,F,South West Region,A Level or Equivalent,35-55,N,Withdrawn,35.0
5174,38711,M,West Midlands Region,Lower Than A Level,35-55,Y,Withdrawn,39.0
5175,39208,F,Wales,A Level or Equivalent,35-55,N,Pass,78.0
5176,39208,F,Wales,A Level or Equivalent,35-55,N,Withdrawn,78.0
5177,41547,F,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,62.0
5178,47891,F,Wales,Lower Than A Level,0-35,N,Fail,66.0
5179,57285,F,London Region,A Level or Equivalent,0-35,N,Pass,55.0
5180,58653,F,North Western Region,Lower Than A Level,35-55,N,Pass,56.0
5181,59272,F,South East Region,Lower Than A Level,0-35,N,Pass,67.0
5182,61352,F,Yorkshire Region,A Level or Equivalent,0-35,N,Withdrawn,100.0
5183,63467,F,North Western Region,A Level or Equivalent,35-55,N,Pass,63.0
5184,70569,F,Wales,Lower Than A Level,0-35,N,Pass,56.0
5185,71504,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,84.0
5186,73584,F,South West Region,Lower Than A Level,0-35,N,Withdrawn,28.0
5187,73874,F,Wales,Lower Than A Level,35-55,N,Withdrawn,85.0
5188,84541,F,North Region,A Level or Equivalent,0-35,N,Fail,34.0
5189,89850,F,South Region,HE Qualification,0-35,N,Distinction,67.0
5190,98452,M,South West Region,A Level or Equivalent,0-35,Y,Withdrawn,100.0
5191,98842,F,South Region,Lower Than A Level,0-35,N,Pass,60.0
5192,99088,F,Yorkshire Region,Lower Than A Level,0-35,N,Withdrawn,30.0
5193,102067,F,North Western Region,A Level or Equivalent,0-35,N,Withdrawn,100.0
5194,103496,F,Ireland,Lower Than A Level,35-55,N,Pass,64.0
5195,106095,F,North Western Region,A Level or Equivalent,0-35,N,Pass,60.0
5196,106793,M,East Anglian Region,A Level or Equivalent,35-55,N,Fail,58.0
5197,108859,M,South West Region,A Level or Equivalent,0-35,Y,Pass,56.0
5198,109441,F,South East Region,A Level or Equivalent,0-35,N,Pass,70.0
5199,110911,F,Scotland,Lower Than A Level,0-35,N,Pass,77.0
5200,114402,F,South East Region,Lower Than A Level,0-35,Y,Distinction,88.0
5201,116606,M,East Midlands Region,A Level or Equivalent,35-55,N,Pass,58.0
5202,117544,F,South West Region,Lower Than A Level,35-55,N,Pass,71.0
5203,117545,F,Wales,Lower Than A Level,0-35,N,Fail,91.0
5204,118213,F,London Region,HE Qualification,35-55,N,Fail,31.0
5205,119444,F,East Midlands Region,Lower Than A Level,0-35,N,Withdrawn,63.0
5206,119444,F,East Midlands Region,Lower Than A Level,0-35,N,Pass,63.0
5207,123087,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,74.0
5208,125535,F,Scotland,A Level or Equivalent,35-55,N,Pass,39.0
5209,126769,F,West Midlands Region,Lower Than A Level,0-35,N,Pass,60.0
5210,126800,F,East Midlands Region,A Level or Equivalent,35-55,N,Pass,68.0
5211,132924,F,South West Region,Lower Than A Level,35-55,N,Fail,40.0
5212,138407,F,South West Region,A Level or Equivalent,35-55,N,Withdrawn,50.0
5213,145280,F,East Midlands Region,Lower Than A Level,35-55,N,Pass,63.0
5214,150398,F,East Midlands Region,A Level or Equivalent,0-35,Y,Distinction,70.0
5215,152973,F,Scotland,Lower Than A Level,35-55,N,Pass,59.0
5216,155484,F,South West Region,Lower Than A Level,35-55,N,Distinction,77.0
5217,156358,F,Ireland,Lower Than A Level,0-35,N,Withdrawn,72.0
5218,157752,F,Wales,A Level or Equivalent,0-35,N,Fail,50.0
5219,160026,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,72.0
5220,165099,F,East Midlands Region,Lower Than A Level,0-35,N,Fail,45.0
5221,169008,M,Ireland,Lower Than A Level,35-55,N,Pass,62.0
5222,169400,F,Wales,HE Qualification,0-35,N,Distinction,90.0
5223,173163,F,South West Region,A Level or Equivalent,35-55,N,Fail,38.0
5224,177554,F,South Region,A Level or Equivalent,0-35,N,Fail,82.0
5225,179073,F,East Anglian Region,Lower Than A Level,0-35,N,Withdrawn,76.0
5226,179297,F,East Midlands Region,Lower Than A Level,35-55,N,Fail,100.0
5227,184972,F,Scotland,Lower Than A Level,0-35,N,Pass,80.0
5228,188766,F,Ireland,A Level or Equivalent,35-55,N,Pass,56.0
5229,191459,F,Scotland,A Level or Equivalent,0-35,Y,Fail,56.0
5230,191746,F,Wales,Lower Than A Level,0-35,N,Fail,64.0
5231,191973,F,Wales,HE Qualification,35-55,N,Pass,48.0
5232,192944,F,East Midlands Region,Lower Than A Level,35-55,N,Pass,61.0
5233,193310,F,South West Region,HE Qualification,0-35,N,Pass,73.0
5234,195221,F,Wales,A Level or Equivalent,0-35,N,Fail,50.0
5235,195345,F,East Anglian Region,Lower Than A Level,0-35,N,Pass,64.0
5236,195940,F,Wales,Lower Than A Level,0-35,N,Pass,55.0
5237,197527,F,Wales,Lower Than A Level,0-35,N,Fail,78.0
5238,226839,F,South Region,A Level or Equivalent,0-35,N,Pass,80.0
5239,228909,M,North Region,Lower Than A Level,35-55,Y,Withdrawn,42.0
5240,229326,F,West Midlands Region,Lower Than A Level,35-55,N,Withdrawn,83.0
5241,230383,F,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,58.0
5242,235371,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,57.0
5243,238144,F,Wales,A Level or Equivalent,35-55,N,Fail,78.0
5244,245784,F,East Anglian Region,HE Qualification,35-55,N,Fail,70.0
